CNPJ_Fundo_Classe;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
16.802.360/0001-47;2024-06-01;1;5;1554.5467;0.122993198193886;0;0;2;1841.77;0.145717836998755;0;0;1;1463.0239;0.115752063604839;0;0;;;;;;1;2710.6410757;0.214461498683866;0;0;;;;;;1;5069.319944;0.401076321850357;0;0;;;;;
16.841.067/0001-99;2024-12-01;1;60;2522;0.0959;0.019855;0.076072;2;4017;0.1528;0;0.15279;;;;;;;;;;;2;11752;0.447;0;0.446997;1;8000;0.3043;0;0.304287;;;;;;;;;;
16.915.968/0001-88;2024-12-01;1;33483;5212395;1;0.9984;0.0016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.924.913/0001-34;2024-06-01;1;54;69803100;0.83;0.9819;0.0181;2;14296900;0.17;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.929.519/0001-99;2024-12-01;1;990;753952;0.4969;0.9067;0.0933;6;590256;0.389;0.8665;0.1335;1;173217;0.1141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.007.443/0001-07;2024-06-01;1;60;696927.891;0.6413;0.6413;0;6;389852.113;0.3587;0.3587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.025.970/0001-44;2024-12-01;1;2161;10082434;0.243;0.9999;0.0001;9;31412099;0.757;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.098.794/0001-70;2024-12-01;1;1903;1145760;0.727115804437224;0.1093;0.6178;2;230000;0.145961313905671;0;0.146;1;200000;0.126922881657105;0;0.1269;;;;;;;;;;;;;;;;;;;;;;;;;
17.144.039/0001-85;2024-12-01;1;2469;484805;0.3426;0.6988;0.3012;1;70940;0.0502;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;859255;0.6072;0;1
17.156.502/0001-09;2024-12-01;1;38167;37283750;1.00000000000009;0.906271928118911;0.0937280718811815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.161.979/0001-82;2024-12-01;1;132;1251069;0.479;0.479;;9;1360889;0.521;0.521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.198.500/0001-82;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;88267;1;0;1
17.216.625/0001-98;2024-06-01;1;88;35592;0.6471;0.638;0.0091;;;;;;;;;;;;;;;;;;;;;;;;;;1;19408;0.3529;;0.3529;;;;;
17.282.011/0001-04;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;429207;1;0;1
17.308.805/0001-08;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;188400;1;0;1
17.311.079/0001-74;2024-12-01;1;44;169642;0.1186;0.000501490481432897;0.1182;2;226875;0.1587;;0.1587;4;678266;0.4744;;0.4744;;;;;;1;354956.999990396;0.248266817736369;;0.248266817736369;;;;;;;;;;;;;;;
17.324.357/0001-28;2024-12-01;1;20893;4266515;0.9497;0.9536;0.0464;1;225811;0.0503;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.329.029/0001-14;2024-12-01;1;24105;3749215;1;0.8405;0.1595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.374.696/0001-19;2024-12-01;1;1059;1407234;0.5758;0.2723;0.3035;1;145628;0.0596;;0.0596;1;329889;0.135;;0.135;;;;;;1;561049;0.2296;;0.2296;;;;;;;;;;;;;;;
17.554.274/0001-25;2024-12-01;1;347336;28828640;1;0.7397;0.2603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.568.605/0001-86;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;269905927;1;0;1
17.590.518/0001-25;2024-12-01;1;12706;2344723;0.8227;0.8455;0.1545;3;505277;0.1773;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.655.102/0001-48;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;117.48;1;0;1
17.655.115/0001-17;2024-06-01;1;;;;;;;;;;;;;;;;1;30833.33645772;0.2;0;0.2;1;123333.43808275;0.8;0;0.8;;;;;;;;;;;;;;;
17.655.122/0001-19;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16.80259128;1;0;1
17.786.606/0001-05;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18848.02189804;1;1;
17.854.016/0001-64;2024-12-01;1;3545;4996278;0.5308;0.8625;0.1375;2;1543119;0.1639;1;0;1;1345720;0.1429;0;1;1;1528900;0.1624;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.870.926/0001-30;2024-12-01;1;652;96019;0.116;0.7275;0.2725;0;0;0;0;0;1;731894;0.884;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.085.673/0001-57;2024-12-01;1;11588;13519742;0.8847;0.8142;0.0705;0;0;0;0;0;1;1761646;0.1153;0;0.1153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.259.637/0001-62;2024-06-01;1;0;0;0;0;0;1;10;0.0538;1;0;1;23;0.1238;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;152.8;0.8224;0;1
18.265.829/0001-81;2024-12-01;1;3;101.3211;0.0982;0.0982;0;2;192.2961;0.1866;0.1866;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;737.1246;0.7152;0.7152;0
18.289.950/0001-43;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;62623089.9565228;1;0;1
18.307.582/0001-19;2024-12-01;1;72847;16333393;0.7088;0.871;0.129;2;3651126;0.1584;1;0;1;3059870;0.1328;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.308.516/0001-63;2024-12-01;1;1286;2110402;0.228930873008572;0.174481304574968;0.054449568433604;2;1371605;0.148788112441574;0.148788112441574;0;0;0;0;0;0;0;0;0;0;0;1;2650085;0.287474269166217;0;0.287474269166217;1;3086420;0.334806745383637;0;0.334806745383637;0;0;0;0;0;0;0;0;0;0
18.311.024/0001-27;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;11270;1;0;1
18.330.535/0001-96;2024-12-01;1;2;15277.645;0.0321995241845965;0;0.0321995241845965;0;0;0;0;0;1;53480.053;0.112715818437135;0;0.112715818437135;0;0;0;0;0;0;0;0;0;0;1;172830.18;0.364260955188981;0;0.364260955188981;1;232880.158;0.490823702189287;0;0.490823702189287;0;0;0;0;0
18.369.510/0001-04;2024-06-01;1;1;10185.3462287;0.012419;0;0.0124;;;;;;;;;;;1;143507.6440948;0.174985;0;0.174985;1;166419.771;0.202923;0;0.202923;;;;;;;;;;;1;500000;0.609672;0;0.609672
18.497.672/0001-10;2024-12-01;1;0;0;0;0;0;1;4186978.2235;0.064;0;0.064;2;15906592.0841;0.2434;0;0.2434;0;0;0;0;0;0;0;0;0;0;2;45268404.5405;0.6926;0;0.6926;0;0;0;0;0;0;0;0;0;0
18.647.268/0001-85;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;1;6220;0.251618;0;0.251618;;;;;;;;;;;1;18500;0.748381;0;0.748381
18.730.914/0001-73;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;55.1165906;1;0;1
18.874.954/0001-99;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;340.186046;1;;1
18.874.965/0001-79;2024-12-01;1;109;166750;1;0.97;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.929.353/0001-36;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45248.7866;1;0;1;;;;;
18.950.957/0001-64;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;217017;1;0;1
18.979.895/0001-13;2024-06-01;1;387877;317828140;1;0.845048314475867;0.154951685524133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.026.454/0001-60;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;103419.71663423;1;0;1
19.107.604/0001-60;2024-12-01;1;;;;;;3;60000;0.2069;;0.2069;2;80000;0.2759;;0.2759;1;50000;0.1724;;0.1724;;;;;;1;100000;0.3448;;0.3448;;;;;;;;;;
19.131.224/0001-60;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1068.13163403;1;0;1
19.213.231/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;211198.71621282;1;1;
19.239.245/0001-02;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;436312;1;0;1
19.249.956/0001-50;2024-06-01;1;52;7079.5;0.059;0.9972;0.0028;1;7270.5;0.0606;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.249.989/0001-08;2024-06-01;1;139;97897;0.656978343880653;0.3725966539383;0.284381689942353;1;14265;0.0957311876304434;0.0957311876304434;0;2;36849;0.247290468488903;0;0.247290468488903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.267.845/0001-76;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;28542.6119;1;0;1
19.419.994/0001-03;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1506194;1;0;1
19.628.741/0001-40;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;303214000;1;0;1
19.722.048/0001-31;2024-12-01;1;5;284588;0.145012993630573;0.0956305732484076;0.0493824203821656;0;0;0;0;0;1;219231;0.111710063694268;0;0.111710063694268;1;339407;0.172946242038217;0;0.172946242038217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1119274;0.570330700636943;0;0.570330700636943
19.872.887/0001-36;2024-06-01;1;96;79324;0.152546153846154;0.0940057692307692;0.0585403846153846;4;172427;0.331590384615385;0.054;0.277590384615385;1;58249;0.112017307692308;0;0.112017307692308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;210000;0.403846153846154;0;0.403846153846154;0;0;0;0;0
19.872.996/0001-53;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;845493022.044434;1;0;1
19.878.616/0001-98;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;283225267;1;0;1
20.019.120/0001-48;2024-06-01;1;1;4000;0.00242879531145353;0.00242879531145353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1642907;0.997571204688546;0.997571204688546;0
20.118.470/0001-61;2024-12-01;2;;;;;;;;;;;;;;;;1;1204.03467819;0.1972;0.1972;;;;;;;;;;;;;;;;;1;4901.02922023;0.8028;;0.8028
20.118.492/0001-21;2024-12-01;3;95;1205939.96;0.3015;0.3015;;7;2794060.04;0.6985;0.6985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.118.507/0001-51;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30411.47;1;;1
20.132.453/0001-89;2024-06-01;1;118;565638.662574;0.6989;0.699;0;5;243631.048285;0.3011;0.301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.173.064/0001-00;2024-06-01;1;20;34772;0.0669208370300944;0.0277579441068978;0.0391628929231965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;484827;0.933079162969906;0.933079162969906;0
20.216.935/0001-17;2024-12-01;1;25317;3077420;0.8291;0.9145;0.0855;2;634395;0.1709;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.265.467/0001-70;2024-12-01;1;0;0;0;0;0;11;225930.90916276;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.680.775/0001-62;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;974464.3273113;1;0;1
20.717.355/0001-03;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;66857.6331681;1;0;1
20.748.515/0001-81;2024-12-01;1;117386;13966844;0.8781;0.614;0.2641;0;0;0;0;0;1;1938289;0.1219;0;0.1219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.990.694/0001-69;2024-06-01;1;1;2973.52;0.016141;0;0;2;23566.68201365;0.127923;0;0;;;;;;;;;;;4;113703.17773562;0.8559;0;0;;;;;;;;;;;;;;;
21.044.600/0001-21;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;290062066.22;1;0;1
21.067.825/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;341894475.745657;1;0;1
21.085.863/0001-89;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;195499968.798197;1;0;1
21.126.204/0001-43;2024-12-01;1;122;97611;0.1561;0.1561;6E-06;9;527929;0.8439;0.8439;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.156.164/0001-82;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;955.90079241;1;0;1
21.408.063/0001-51;2024-12-01;1;75604;12179186.94;1;0.828;0.172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.500.481/0001-74;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;659857.58724705;1;0;1
21.500.500/0001-62;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1788306;1;0;1
21.500.514/0001-86;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1780984;1;0;1
21.826.249/0001-20;2024-12-01;1;149;37355.4065035999;0.605;0.8878;0.1122;1;3811.78017;0.0617;1;0;;;;;;;;;;;;;;;;1;20583.61294;0.3333;0;1;;;;;;;;;;
21.862.783/0001-92;2024-12-01;1;;;;;;;;;;;;;;;;2;14297.0476;0.37353;0;0.37353;;;;;;;;;;;;;;;;1;23978.4313;0.626469;0;0.626469
21.917.235/0001-12;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;150580.41;1;0;1
22.003.469/0001-17;2024-12-01;1;1;3084.99;0.0091;0.0091;0;3;83107.47;0.2464;0.2464;0;2;82756.34;0.2453;0.1023;0.143;;;;;;;;;;;;;;;;1;168451.2;0.4992;0;0.4992;;;;;
22.081.808/0001-83;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1635.77031094;1;1;
22.103.617/0001-75;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16993864.971405;0.19999884453048;0;0.199999;1;18690414.5287655;0.219965341365175;0;0.219965;0;0;0;0;0;0;0;0;0;0;1;49285536.2570157;0.580035814104345;0;0.580036
22.169.671/0001-13;2024-12-01;1;49;12825;0.1989;0.8759;0.1241;8;40863;0.6338;1;0;;;;;;1;10780;0.1672;1;0;;;;;;;;;;;;;;;;;;;;
22.169.716/0001-50;2024-12-01;1;39;28347.1;0.2786;0.1858;0.0928;4;24424.08;0.2405;0.1802;0.0603;2;25884.14;0.2546;0;0.2546;;;;;;1;23008.79070453;0.2263;0;0.2263;;;;;;;;;;;;;;;
22.211.522/0001-75;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;180;1;0;1
22.219.335/0001-38;2024-12-01;1;42846;6257873;1;0.9655;0.0345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.340.978/0001-35;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;78.3184;1;0;1;;;;;;;;;;
22.459.737/0001-00;2024-06-01;1;57;553024;0.373345503103426;0.00992866912492422;0.363416833978502;1;140557;0.0948897767180236;0;0.0948897767180236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;787685;0.53176472017855;0;0.53176472017855
22.503.991/0001-68;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;431207.40500833;1;;1
22.646.161/0001-90;2024-12-01;1;1;6689.97287707;0.0197;0;0.0197;2;59492.40084907;0.175;0;0.175;0;0;0;0;0;0;0;0;0;0;1;69753.089543;0.2052;0;0.2052;0;0;0;0;0;0;0;0;0;0;1;203956.16639086;0.6001;0;0.6001
22.862.226/0001-34;2024-12-01;1;0;0;0;0;0;1;179300;0.0924;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1761719;0.9076;0;1
23.120.006/0001-06;2024-12-01;1;20;33938.5801;0.0747;0.0747;0;3;115201.00986;0.253646;0.253646;0;5;305039.8401;0.671684;0.671684;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.120.027/0001-13;2024-12-01;1;2347;2406316;0.320486094647919;0.293769375142175;0.0267167195057438;1;420400;0.0559911309196237;0;0.0559911309196237;1;1077130;0.143457961102413;0;0.143457961102413;1;1344362;0.179049354770141;0;0.179049354770141;0;0;0;0;0;1;2260124;0.301015458559904;0;0.301015458559904;0;0;0;0;0;0;0;0;0;0
23.179.381/0001-13;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;112238.03565327;1;0;1
23.426.470/0001-17;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3249544;0.576759540941475;0;1;0;0;0;0;0;1;2384596;0.423240459058525;0;1;0;0;0;0;0
23.532.837/0001-87;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;1;14585584.277611;0.1004;0;0.100382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;130715685.308817;0.8996;0;0.899618
23.533.796/0001-43;2024-12-01;1;0;0;0;0;0;1;7853384.18249701;1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.9
23.537.203/0001-17;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;78155673;1;0;1
23.538.112/0001-04;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;49921155.709253;1;0;1
23.570.871/0001-46;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;570497663;1;0;1
23.648.935/0001-84;2024-06-01;1;114007;16960024;1;0.7913;0.2087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.740.527/0001-58;2024-12-01;1;38251;10523196;0.8772;0.957706338349293;0.0422936616507068;;;;;;1;1476804;0.1228;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
23.740.552/0001-31;2024-12-01;1;1;389;0.0038;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;103111;0.9962;0;1
23.740.595/0001-17;2024-06-01;1;3725;845672;0.4028;0.9589;0.0411;2;228472;0.1089;1;0;;;;;;;;;;;;;;;;;;;;;1;1024656;0.4883;0;1;;;;;
23.768.027/0001-24;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;322214000;1;0;1
23.781.211/0001-04;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;13848992.6267588;1;0;1
23.876.086/0001-16;2024-06-01;1;1;2500;0.0116455160803615;0;0;2;40000;0.186328257285784;0;0;2;53500;0.249214044119736;0;0;2;70000;0.326074450250122;0;0;1;48674.9;0.226737732263995;0;0;;;;;;;;;;;;;;;
23.964.843/0001-03;2024-06-01;1;291;0;0.905806;0.76;0.1458;1;0;0.0942;0;0.0942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.964.908/0001-10;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;542458.96;1;0;1
24.514.406/0001-50;2024-12-01;1;95;32326;0.46223;0.46223;0;6;37644;0.53777;0.53777;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.703.709/0001-11;2024-12-01;1;4;7625.226599;0.0471;0.02;0.0271;;;;;;;;;;;;;;;;2;40000;0.247;0;0.247;1;114316.5221;0.7059;0;0.7059;;;;;;;;;;
24.774.904/0001-32;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;37834.91;1;1;
24.796.967/0001-90;2024-12-01;1;581;1689947;0.517594793261868;0.230537212863706;0.287057580398162;3;621668;0.190403675344564;0;0.190403675344564;1;379271;0.116162633996937;0;0.116162633996937;1;574114;0.175838897396631;0;0.175838897396631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.853.044/0001-22;2024-12-01;1;150848;14997396;1;0.8519;0.1481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.853.060/0001-15;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;39530.429051;1;0;1
24.960.430/0001-13;2024-06-01;1;78534;80078186;1;0.86;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.976.492/0001-13;2024-12-01;1;7;243520.7002;0.0636;0.0217;0.0419;1;22138.2454734;0.0797;;0.0797;;;;;;2;55345.61368;0.3579;0.1838;0.1741;;;;;;;;;;;1;33207.3682101;0.4988;;0.4988;;;;;
25.032.881/0001-53;2024-12-01;1;166680;23567968.363683;1;0.850963999999656;0.149036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.091.656/0001-50;2024-06-01;1;30002;3252384;1;0.927;0.073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.191.053/0001-20;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;167445.28613367;1;0;1
26.269.251/0001-60;2024-06-01;1;;;;;;1;2307.947494;0.0722;0;0.0722;;;;;;;;;;;;;;;;;;;;;;;;;;1;29669.37012;0.9278;0;0.9278
26.314.437/0001-93;2024-06-01;1;49;364.898;0.676449814712169;0.568365555557615;0.108084259154554;5;174.533;0.323550185287831;0.0718998351967165;0.251650350091114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.452.053/0001-37;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;201737.69692848;1;;1
26.452.179/0001-01;2024-06-01;1;5;6031433.34;0.114;0.015;0.099;1;1609456.43639172;0.056;;0.056;1;3016046.48089997;0.1049;;0.1049;;;;;;;;;;;;;;;;;;;;;1;20856328.7575944;0.7251;;0.7251
26.499.833/0001-32;2024-12-01;1;129302;11356495;0.8753;0.8295;0.1705;2;1618539;0.1247;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.502.794/0001-85;2024-12-01;1;342025;29973201;0.961421200220131;0.800494999999597;0.14187;1;1202730;0.0385787997798686;0;0.057635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.502.810/0001-30;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0.3;0;0.3;0;0;0;0;0;0;0;0;0;0;1;7;0.7;0;0.7
26.545.627/0001-11;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;752.0326;1;0;1
26.614.291/0001-00;2024-06-01;2;122119;105802729;1;0.9987;0.0013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
