CNPJ_Fundo_Classe;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
42.592.916/0001-28;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31937107.53;1;0;1
42.628.319/0001-06;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2044123767.31225;1;0;1
42.692.399/0001-69;2024-06-01;1;8344;5448766;1;0.9768;0.0232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.737.059/0001-07;2024-06-01;1;591;498916;0.86;0.85;0.01;2;80995;0.14;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.737.077/0001-99;2024-06-01;1;1942;978968;1;0.97;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.754.342/0001-47;2024-06-01;1;27875;19663235;1;0.97;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.754.362/0001-18;2024-06-01;1;17988;15312517;1;0.91;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.869.853/0001-04;2024-12-01;1;117;289660.056;0.6186;0.443;0.1756;3;78165.36;0.1669;0.1669;;2;100416.45;0.2145;;0.2145;;;;;;;;;;;;;;;;;;;;;;;;;
42.869.869/0001-17;2024-12-01;1;1;2670;0.002501;0.002501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1064950;0.997499;0;0.997499
42.869.879/0001-52;2024-12-01;1;43;385571.6;0.3539;0.3127;0.0412;3;244487.84;0.2247;0.2247;0;2;280000;0.2573;0.1286;0.1287;1;178500;0.1641;0.1641;0;;;;;;;;;;;;;;;;;;;;
42.869.892/0001-01;2024-06-01;1;108;55353;0.697176;0.359754;0.337423;1;6233;0.078505;0;0.078505;2;17810;0.224319;0.106592;0.117726;;;;;;;;;;;;;;;;;;;;;;;;;
42.888.292/0001-90;2024-06-01;1;7312;2141248;1;0.933938000000001;0.066062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42.888.360/0001-11;2024-12-01;1;17212;6738905;1;0.995469999999963;0.00453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.888.583/0001-89;2024-12-01;1;16636;35580295;0.947894349285782;0.790638999999954;0.156897;1;1955845;0.0521056507142183;0;0.052464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42.922.127/0001-08;2024-12-01;1;738;290202;0.0580030460383513;0.017059;0.040895;1;276270;0.0552184393250746;0.0552180000000005;0;0;0;0;0;0;2;1782508;0.356272160728491;0;0.356272;1;1134070;0.22666802579139;0;0.226668;1;1520170;0.303838328116693;0;0.303888;0;0;0;0;0;0;0;0;0;0
42.923.317/0001-40;2024-12-01;1;41;4283.4;0.576537919004189;0;0.576541;3;1586.12;0.213488892956746;0.052493;0.160995;0;0;0;0;0;0;0;0;0;0;1;1560;0.209973188039066;0;0.209971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.008.233/0001-43;2024-06-01;1;19106;98041160;1;0.998470020142561;0.00152997985743947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.008.884/0001-33;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;245000;1;0;1
43.009.610/0001-69;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1126425;1;0;1
43.010.485/0001-07;2024-12-01;1;576;2361526;0.94115523091626;0.83714706569243;0.10400816522383;1;147652;0.0588447690837398;0;0.0588447690837398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.010.543/0001-00;2024-12-01;1;19123;13192866;0.65346673244493;0.510198157019848;0.143268575425082;3;4937598;0.244568240986198;0;0.244568240986198;1;2058576;0.101965026568871;0;0.101965026568871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.010.601/0001-98;2024-12-01;1;104;751847;0.6054;0.4526;0.1528;1;100000;0.0805;0.0805;0;1;150000;0.1208;0;0.1208;1;240000;0.1933;0;0.1933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.010.844/0001-26;2024-12-01;1;5510;11671969;0.172160418241188;0.167929511626412;0.00423090661477572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56125084;0.827839581758812;0;0.827839581758812
43.011.068/0001-89;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;172249.999651;1;0;1
43.101.312/0001-02;2024-06-01;1;;;;;;1;6395255.84703624;0.083;;0.083;1;10770769.5959256;0.1397;;0.1397;;;;;;;;;;;;;;;;;;;;;1;59913491.9595564;0.7773;;0.7773
43.164.799/0001-64;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;42494086.2364;1;0;1
43.440.579/0001-16;2024-06-01;1;507;120028;0.48861189248161;0.440468000000001;0.048113;1;20000;0.0814163182726714;0.0814159999999998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;105623;0.429971789245718;0;0.430003;0;0;0;0;0
43.564.551/0001-90;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;212884;1;0;1
43.565.147/0001-31;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;129531.1801803;1;;1;;;;;;;;;;
43.617.647/0001-70;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9900000;1;;1
43.617.702/0001-21;2024-12-01;1;;;;;;2;36324.48;0.1574;0.1574;0;;;;;;;;;;;;;;;;1;79005.56;0.3425;0.3425;0;;;;;;1;115330.77;0.5001;0.5001;0
43.619.174/0001-40;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18967.87;1;0;1
43.619.218/0001-31;2024-12-01;1;1;9884.19;0.0028;0.002805;0;0;0;0;0;0;1;418029.8;0.1182;0;0.1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3109450.26;0.879;0;0.879
43.671.250/0001-66;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;14650.67691765;1;0;1;;;;;;;;;;
43.671.358/0001-59;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40254.9849135;1;;1
43.740.825/0001-55;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;37250.13692;1;;1
43.741.150/0001-69;2024-12-01;1;115;53810.01;0.5887;0.5111;0.0777;5;37590;0.4113;0.3473;0.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.741.171/0001-84;2024-12-01;1;25728;24190511;0.945163;0.889955;0.055208;1;1403508;0.054837;0;0.054837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43.741.189/0001-86;2024-12-01;1;34281;149036421;1;0.0001;0.9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.741.195/0001-33;2024-06-01;1;22480;9329342;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.741.205/0001-30;2024-06-01;1;4503;19249618;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43.790.197/0001-12;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;528034.46619651;1;0;1;;;;;;;;;;
43.862.625/0001-75;2024-12-01;1;549;257880;0.7427;0.7294;0.0133;3;89320;0.2573;0.2573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43.867.361/0001-42;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;102200000;1;0;1
43.867.799/0001-20;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;230900000;1;0;1
43.951.744/0001-02;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;291360653.71221;1;0;1
43.951.785/0001-90;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;151350000;1;0;1
43.951.817/0001-58;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;420950000;1;0;1
43.951.851/0001-22;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;263213540.461884;1;0;1
43.951.875/0001-81;2024-06-01;1;80;16605;0.6488;0.9491;0.0509;2;3100;0.1211;1;0;2;5890;0.2301;1;0;;;;;;;;;;;;;;;;;;;;;;;;;
43.951.911/0001-07;2024-06-01;1;20014;12181205;0.6804;0.9399;0.0601;;;;;;;;;;;;;;;;;;;;;1;5721946;0.3196;0;1;;;;;;;;;;
43.951.941/0001-13;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;251780000;1;0;1
43.951.970/0001-85;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;175800000;1;0;1
43.985.938/0001-10;2024-12-01;1;238276;3609720;1;0.9723;0.0277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44.002.561/0001-03;2024-06-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;481814;1;0;1
44.107.380/0001-33;2024-12-01;1;33;22211.44;0.441591;0.380854;0.060737;3;105355.5321;0.209369;0.148418;0.060951;3;175639.16999072;0.34904;0.220547;0.128493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.177.538/0001-41;2024-06-01;1;107;12575;0.0142;0.0142;0;;;;;;;;;;;1;143663;0.1626;0;0.1626;;;;;;1;300198;0.3398;0;0.3398;1;426923;0.4834;0;0.4834;;;;;
44.286.898/0001-81;2024-06-01;1;25;222;0.313559322033898;0.313556;0;3;172;0.242937853107345;0.242938;0;1;90;0.127118644067797;0.127119;0;2;224;0.31638418079096;0.316386999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.302.072/0001-69;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;212363.67362445;1;0;1
44.395.062/0001-15;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;194382303.675337;1;0;1
44.428.541/0001-90;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;106318393.75697;1;;1
44.514.162/0001-13;2024-12-01;1;110;465087;0.553675;0.893740310952574;0.106259689047426;1;82699;0.0984511904761905;1;0;1;99979;0.119022619047619;0;1;0;0;0;0;0;1;192235;0.22885119047619;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.527.494/0001-32;2024-06-01;1;537;230507;0.352;0.7594;0.2406;3;170871;0.2609;;1;1;92939;0.1419;;1;;;;;;1;160578;0.2452;;1;;;;;;;;;;;;;;;
44.584.965/0001-44;2024-12-01;1;1;43300.23;0.0066;0;0.0066;;;;;;;;;;;;;;;;;;;;;2;5578290.15;0.8524;0;0.8524;;;;;;;;;;
44.585.121/0001-18;2024-12-01;1;1;0.07102199;3E-05;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2074.23326337999;1;;1
44.614.833/0001-18;2024-12-01;1;8578;36000000;0.9116;0.9004;0.0112;1;2333953;0.0884;;0.0884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44.625.562/0001-04;2024-12-01;1;32205;143087151;1;0.0001;0.9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.625.612/0001-45;2024-12-01;1;3796;3279532;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.625.657/0001-10;2024-12-01;1;1999;10064460.59;0.9035;0;0.9035;1;1075012.33;0.0965;0;0.0965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.625.694/0001-28;2024-06-01;2;13264;364130;0.2349;0.1995;0.0355;5;717870;0.4631;0.3984;0.0647;1;185000;0.1194;0.1194;0;1;283000;0.1826;0.1826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.625.826/0001-11;2024-12-01;1;29158;24037284;1;0.9742;0.0258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.669.639/0001-30;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;183067.51070428;1;0;1;0;0;0;0;0
44.669.674/0001-59;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;161567.75672532;1;0;1
44.674.528/0001-11;2024-12-01;1;3941;66503552;0.396026955358748;0.395829999999988;1E-06;8;101423280;0.603973044641252;0.604169000000018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44.680.435/0001-08;2024-12-01;1;476;348522;0.824;0.7755;0.0485;1;27587;0.0652;0.0652;0;1;46877;0.1108;0;0.1108;;;;;;;;;;;;;;;;;;;;;;;;;
44.680.449/0001-13;2024-12-01;1;2;149.99999997;0.0249;0;0.0249;2;925.00000329;0.1535;0.0539;0.0996;;;;;;;;;;;1;1533.00002898;0.2544;0;0.2544;;;;;;;;;;;1;3418;0.5672;0;0.5672
44.683.052/0001-85;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;2060.55871089;1;;1;;;;;;;;;;
44.705.818/0001-85;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;174.81636;1;;1
44.728.323/0001-71;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;214676;1;;1
44.728.452/0001-60;2024-06-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10047.10967051;1;;1
44.728.520/0001-90;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;54686.34342044;1;;1
45.063.985/0001-32;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;214;0.240726165100578;0;0.240726;0;0;0;0;0;0;0;0;0;0;1;674.9769;0.759273834899422;0;0.759274
45.105.676/0001-88;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;38975000;1;0;1
45.105.714/0001-00;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;370690000;1;0;1
45.106.274/0001-06;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;203135759.826323;1;0;1
45.106.312/0001-12;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;158320000;1;0;1
45.106.376/0001-13;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24950000;1;0;1
45.120.786/0001-19;2024-12-01;1;8;7092.762;0.0944768924118111;0.094476;0;0;0;0;0;0;1;8120.955;0.108172611997436;0;0.108173;0;0;0;0;0;1;22336.531;0.297526694980049;0;0.297527;0;0;0;0;-2.77555756156289E-17;1;37523.792;0.499823800610704;0;0.499824;0;0;0;0;0
45.123.401/0001-77;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41700000;1;0;1
45.123.465/0001-78;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;508900;1;0;1
45.123.558/0001-00;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;4;101000;1;1;0;;;;;;;;;;;;;;;
45.188.033/0001-45;2024-12-01;1;66;2338;0.794697484704283;0.600611828687967;0.194085656016315;1;237;0.0805574439157036;0;0.0805574439157036;1;367;0.124745071380014;0;0.124745071380014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45.188.066/0001-95;2024-06-01;1;113;233380;0.050232890511326;0.0502156712498601;1.72192614658757E-05;3;1198610;0.257989737320166;0.0860963073293786;0.171893429990788;2;1100020;0.236769149971158;0;0.236769149971158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2113950;0.45500822219735;0;0.45500822219735;0;0;0;0;0
45.188.099/0001-35;2024-12-01;1;101;1348587;0.628020333786292;0.602407512100894;0.0256128216853982;1;150000;0.0698531500510859;0.0698531500510859;0;1;248775;0.115851449359726;0;0.115851449359726;1;400000;0.186275066802896;0;0.186275066802896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45.188.124/0001-80;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;178925.357;1;0;1
45.188.176/0001-57;2024-06-01;1;14060;56729905;1;0.999630618101687;0.000369381898312715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45.188.199/0001-61;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14347.97019;1;0;1
45.254.732/0001-46;2024-12-01;1;67;11662;0.044;0.044;;6;11386;0.043;0.043;;2;13260;0.0501;0.0501;;2;16114;0.0608;0.0608;;2;17684;0.0668;0.0668;;2;21190;0.08;0.08;;2;32882;0.1242;0.1242;;6;132418;0.5311;0.5311;
45.338.646/0001-11;2024-12-01;1;2627;18305990;1;0.4;0.5999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45.403.337/0001-88;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45.718.511/0001-81;2024-06-01;1;144;342477;0.1086;0.7888;0.2112;8;1889367;0.5992;1;0;;;;;;;;;;;1;921080;0.2921;0;1;;;;;;;;;;;;;;;
45.727.531/0001-19;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;91760000;1;0;1
45.742.299/0001-98;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25500000;1;0;1
45.777.119/0001-03;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;23001.1037;1;0;1
46.027.189/0001-07;2024-12-01;1;2;20;0.0001;0.0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;204877;0.9999;;0.9999
46.078.492/0001-39;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7899.79244828;1;;1
46.079.965/0001-12;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;57500;1;0;1
46.157.247/0001-17;2024-12-01;1;94;1801;0.0013;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1443059;0.9987;0;1
46.157.348/0001-98;2024-12-01;1;102;306145;0.7464;0.3475;0.399;2;53955;0.1317;0.0731;0.0585;1;50000;0.1219;0;0.1219;;;;;;;;;;;;;;;;;;;;;;;;;
46.285.299/0001-79;2024-06-01;1;357;113000;1;0.9663;0.0337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.322.850/0001-07;2024-06-01;1;3;108929;0.0870021868555445;0;0.087001;3;245978;0.196463971195486;0;0.196464;0;0;0;0;0;3;580996;0.464044676388509;0;0.464045;1;316123;0.25248916556046;0;0.25249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.437.903/0001-35;2024-06-01;1;13027;53092572;1;0;0.999999999999982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.449.786/0001-20;2024-12-01;2;112;17190;0.8523;0.478953;0.373347;2;2979;0.1477;0;0.1477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.716.709/0001-99;2024-12-01;1;;;;;;2;820;0.1312;0;0.1312;;;;;;;;;;;;;;;;;;;;;;;;;;1;5430;0.8688;0;0.8688
46.965.606/0001-62;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;23435.53186462;1;;1
47.085.640/0001-05;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;1;21208.87;0.2926;0;0.2926;2;51279.88;0.7074;0;0.7074;;;;;;;;;;
47.102.860/0001-08;2024-12-01;1;4;110373;0.1051;0.0575;0.0476;;;;;;1;126827;0.1208;0.1208;0;1;189800;0.1808;0;0.1808;1;248000;0.2362;0;0.2362;1;375000;0.3571;0;0.3571;;;;;;;;;;
47.136.369/0001-90;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;366011;1;;1
47.142.218/0001-44;2024-06-01;1;;;;;;;;;;;1;184386.32592204;0.1014;;0.1014;;;;;;;;;;;;;;;;;;;;;1;1634502.02442988;0.8986;;0.8986
47.154.849/0001-83;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;210087;1;0;1
47.240.671/0001-93;2024-12-01;1;2506;1717379;0.622580284982414;0.565893999999994;0.056623;6;1041107;0.377419715017586;0.377483000000009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47.669.545/0001-59;2024-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;230.42514;1;;1
47.896.665/0001-99;2024-12-01;1;13250;53380353;0.669767564588416;0.303054330688685;0.366713233899731;3;14290336;0.179301990375938;0;0.179301990375938;0;0;0;0;0;1;12029129;0.150930445035646;0;0.150930445035646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48.373.413/0001-48;2024-06-01;1;;;;;;;;;;;;;;;;1;134434;0.18;0;0.18;;;;;;;;;;;;;;;;1;612418;0.82;0;0.82
48.373.428/0001-06;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;134733.9998;1;0;1
48.389.780/0001-30;2024-06-01;1;50;3518960;0.5743;0.5594;0.0149;5;1937580;0.3162;0.3162;0;1;670640;0.1095;0.1095;0;;;;;;;;;;;;;;;;;;;;;;;;;
48.410.852/0001-83;2024-06-01;1;1;200738.3667976;0.02;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9836179.97308231;0.98;0;0.98
48.565.175/0001-72;2024-06-01;2;13259;175500;0.06;0.06;0;12;2749500;0.94;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48.903.610/0001-21;2024-12-01;1;9291;2372652;1;0.9392;0.0608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48.904.259/0001-93;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;151371.27337204;1;0;1;;;;;;;;;;
48.916.699/0001-60;2024-12-01;1;125;401973;0.142542808267755;0.0377281547338739;0.104814653533881;2;519992;0.184393280038127;0;0.184393280038127;0;0;0;0;0;2;1113051;0.39469669675633;0;0.39469669675633;1;785000;0.278367214937788;0;0.278367214937788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48.955.582/0001-96;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;72906.43180473;1;0;0
48.961.539/0001-33;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;236898.8448;1;0;1
48.964.604/0001-84;2024-06-01;1;;;;0;0;;;;0;0;;;;0;0;;;;0;0;;;;0;0;;;;0;0;;;;0;0;1;611.92002871;1;0;1
